url	Hãng	Năm sản xuất	Nhiên liệu	Kiểu dáng	Dòng xe	Số km đã đi	Hộp số	Xuất Xứ	Số chỗ
https://xe.chotot.com//[object Object]-huyen-cu-chi-tp-ho-chi-minh/87831691.htm	Mercedes Benz	2008	Dầu	Van	Sprinter	250000	Số sàn	Đức	6
https://xe.chotot.com//[object Object]-quan-nam-tu-liem-ha-noi/87247174.htm	Chevrolet	2018	Xăng	Hatchback	Spark	38000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-thu-duc-tp-ho-chi-minh/86326148.htm	Mazda	2018	Xăng	Hatchback	3	50000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-hoang-mai-ha-noi/87956512.htm	Toyota	2014	Xăng	Minivan (MPV)	Innova	112404	Số sàn	Việt Nam	7
https://xe.chotot.com//[object Object]-thanh-pho-bao-loc-lam-dong/87939470.htm	Toyota	2009	Dầu	SUV / Cross over	Fortuner	220000	Số sàn	Nhật Bản	7
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/87483143.htm	Mercedes Benz	2019	Xăng	Sedan	C Class	11000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87753811.htm	Mercedes Benz	2014	Xăng	Sedan	CLA Class	30000	Tự động	Đức	5
https://xe.chotot.com//[object Object]-thi-xa-tu-son-bac-ninh/85558620.htm	Kia	2007	Xăng	Hatchback	Morning	1621	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-nam-tu-liem-ha-noi/87058431.htm	Suzuki	2003	Xăng	Hatchback	Liana	100000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-hong-bang-hai-phong/87956473.htm	Chevrolet	2014	Xăng	Hatchback	Spark	500000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-nam-tu-liem-ha-noi/87529621.htm	Kia	2018	Xăng	Hatchback	Morning	50000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-nam-tu-liem-ha-noi/87923642.htm	Hyundai	2003	Dầu	SUV / Cross over	Galloper	12	Số sàn	Hàn Quốc	2
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/86364862.htm	Kia	2015	Xăng	Minivan (MPV)	Rondo	45000	Tự động	NaN	7
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/85682535.htm	Lexus	2020	Xăng	SUV / Cross over	RX	20000	Tự động	Nhật Bản	5
https://xe.chotot.com//[object Object]-quan-binh-thanh-tp-ho-chi-minh/85659108.htm	Opel	2008	Xăng	SUV / Cross over	Antara	78000	Số sàn	Đức	5
https://xe.chotot.com//[object Object]-huyen-tuyen-hoa-quang-binh/87956405.htm	Toyota	2011	Xăng	Sedan	Vios	800000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-huyen-ha-hoa-phu-tho/87956395.htm	Kia	2013	Dầu	NaN	Dòng khác	180000	Số sàn	Hàn Quốc	Khác
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87952168.htm	Mazda	2018	Xăng	Hatchback	3	35000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-thu-duc-tp-ho-chi-minh/86069111.htm	Honda	2019	Xăng	SUV / Cross over	CR V	29000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-12-tp-ho-chi-minh/87946955.htm	Kia	2020	Xăng	Sedan	Soluto	28000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thanh-pho-bao-loc-lam-dong/87878376.htm	Ford	2014	Xăng	SUV / Cross over	EcoSport	120000	Số sàn	Mỹ	5
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/86284510.htm	Mercedes Benz	2018	Xăng	Sedan	E Class	30000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/87295380.htm	Ford	2018	Dầu	Pick-up (bán tải)	Ranger	55000	Tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87257716.htm	Ford	2011	Dầu	SUV / Cross over	Everest	101000	Số sàn	Việt Nam	7
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87956346.htm	Porsche	2019	NaN	Sedan	Panamera	10000	Tự động	NaN	4
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/80140419.htm	Ford	2018	Xăng	Hatchback	Focus	25600	Tự động	NaN	5
https://xe.chotot.com//[object Object]-huyen-thanh-ba-phu-tho/87950810.htm	Kia	2018	Xăng	Hatchback	Morning	60000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/83989617.htm	Chevrolet	2017	Xăng	Sedan	Cruze	27000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/87497290.htm	Porsche	2019	Xăng	SUV / Cross over	Macan	12000	Tự động	Đức	5
https://xe.chotot.com//[object Object]-huyen-chau-thanh-tien-giang/86964324.htm	Kia	2006	Xăng	Minivan (MPV)	Carnival	15555	Số sàn	NaN	5
https://xe.chotot.com//[object Object]-huyen-trieu-son-thanh-hoa/87956320.htm	Daewoo	2003	Xăng	Sedan	Nubira	1	Số sàn	Hàn Quốc	5
https://xe.chotot.com//[object Object]-huyen-dien-chau-nghe-an/87888530.htm	Daewoo	1993	Xăng	Sedan	Istana	1000000	Tự động	Việt Nam	4
https://xe.chotot.com//[object Object]-huyen-dak-r-lap-dak-nong/87956305.htm	Kia	2017	Xăng	Hatchback	Morning	30000	Số sàn	NaN	5
https://xe.chotot.com//[object Object]-quan-thu-duc-tp-ho-chi-minh/87787721.htm	Ford	2004	Xăng	SUV / Cross over	Escape	100000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/86715362.htm	Audi	2013	Xăng	SUV / Cross over	Q5	88000	Tự động	Đức	8
https://xe.chotot.com//[object Object]-huyen-truc-ninh-nam-dinh/87956266.htm	Honda	2009	Xăng	Sedan	Civic	180000	Số sàn	Nhật Bản	5
https://xe.chotot.com//[object Object]-quan-hoang-mai-ha-noi/87680520.htm	Toyota	2018	Xăng	SUV / Cross over	Innova	72000	Số sàn	Việt Nam	8
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/86426062.htm	Ford	2017	Dầu	Pick-up (bán tải)	Ranger	65000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87954484.htm	Hyundai	2019	Xăng	Sedan	Accent	4000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/87094850.htm	Mercedes Benz	2016	Xăng	SUV / Cross over	V Class	60000	Tự động	Đức	7
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87956196.htm	Hyundai	2014	Xăng	Hatchback	Accent	7680	Tự động	Hàn Quốc	5
https://xe.chotot.com//[object Object]-huyen-cu-chi-tp-ho-chi-minh/83911642.htm	Chevrolet	2009	Xăng	Hatchback	Spark	80000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-binh-thanh-tp-ho-chi-minh/87956191.htm	Honda	2020	Xăng	Sedan	Civic	2900	Tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-quan-nam-tu-liem-ha-noi/87747736.htm	Toyota	2019	Dầu	SUV / Cross over	Fortuner	45678	Tự động	Nước khác	7
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/86704999.htm	Mercedes Benz	2020	Xăng	SUV / Cross over	GLC	3400	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/87949395.htm	Hyundai	2012	Xăng	Sedan	Accent	682222	Tự động	Hàn Quốc	5
https://xe.chotot.com//[object Object]-quan-4-tp-ho-chi-minh/87956166.htm	Ford	2019	NaN	NaN	Ranger	25555	Tự động	NaN	NaN
https://xe.chotot.com//[object Object]-huyen-ninh-giang-hai-duong/87956162.htm	Hyundai	2010	Xăng	Sedan	Elantra	6886	Số sàn	Hàn Quốc	5
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/85886119.htm	Toyota	2015	Xăng	Minivan (MPV)	Innova	89000	Tự động	Việt Nam	8
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/86685110.htm	Mercedes Benz	2015	Xăng	Sedan	C Class	59000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-huyen-dong-hung-thai-binh/87944382.htm	Hyundai	2016	Xăng	Sedan	Grand i10	7800	Số sàn	Ấn Độ	5
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/85924267.htm	Kia	2010	NaN	NaN	K5	85000	Tự động	NaN	NaN
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87949922.htm	Porsche	2017	Xăng	Sedan	Panamera	20000	Bán tự động	Đức	4
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/83961272.htm	BMW	2016	Xăng	Sedan	3 Series	30000	Tự động	Đức	4
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/87689566.htm	Mercedes Benz	2011	Xăng	Sedan	C Class	89000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thanh-pho-bao-loc-lam-dong/87956033.htm	Toyota	2006	Xăng	Minivan (MPV)	Innova	160000	Số sàn	Việt Nam	8
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/87427010.htm	Mazda	2015	Xăng	SUV / Cross over	CX 5	60000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/87956031.htm	Hyundai	2019	Xăng	SUV / Cross over	Santa Fe	40000	Tự động	Việt Nam	7
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/87479963.htm	Mercedes Benz	2017	Xăng	Sedan	E Class	30000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-dong-da-ha-noi/87567028.htm	Mazda	2016	Xăng	Sedan	6	48000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87900614.htm	Mercedes Benz	2018	Xăng	SUV / Cross over	GLC	40000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/87345095.htm	Mercedes Benz	2017	Xăng	Sedan	C Class	33000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/87011985.htm	Hyundai	2019	Xăng	Sedan	Accent	24000	Số sàn	NaN	5
https://xe.chotot.com//[object Object]-huyen-hoc-mon-tp-ho-chi-minh/87955954.htm	Kia	2016	Dầu	Kiểu dáng khác	Dòng khác	50000	Số sàn	Nhật Bản	Khác
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/86962336.htm	Audi	2016	Xăng	Coupe (2 cửa)	TT	50000	Tự động	Đức	4
https://xe.chotot.com//[object Object]-quan-hai-ba-trung-ha-noi/87549768.htm	Kia	2011	Xăng	Hatchback	Morning	100000	Tự động	Hàn Quốc	5
https://xe.chotot.com//[object Object]-quan-hoang-mai-ha-noi/86212972.htm	Mercedes Benz	2006	Xăng	Sedan	S Class	120000	Tự động	NaN	4
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/87955933.htm	Toyota	2015	Xăng	Minivan (MPV)	Innova	81000	Tự động	Việt Nam	8
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/86713440.htm	Toyota	2019	Xăng	Sedan	Vios	30000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thanh-pho-thai-binh-thai-binh/87707759.htm	Hyundai	2016	Dầu	SUV / Cross over	Santa Fe	75000	Tự động	Việt Nam	7
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/87562141.htm	Mercedes Benz	2016	Xăng	Sedan	GLC	58868	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thanh-pho-bien-hoa-dong-nai/87851293.htm	Ford	2020	Dầu	Pick-up (bán tải)	Ranger	33000	Tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-huyen-an-duong-hai-phong/87857552.htm	Kia	2008	Xăng	Hatchback	Morning	120000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/78840926.htm	Mazda	2019	Xăng	Sedan	3	18000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-huyen-thuy-nguyen-hai-phong/87955843.htm	Daewoo	2008	Xăng	Sedan	Gentra	1000000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-7-tp-ho-chi-minh/87955840.htm	Mazda	2017	Xăng	SUV / Cross over	CX 5	48000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/86392781.htm	Hyundai	2019	Xăng	Sedan	Accent	31000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/85337200.htm	Vinfast	2019	Xăng	Hatchback	Fadil	17000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/86403647.htm	Mercedes Benz	2014	Xăng	Sedan	S Class	60000	Tự động	Đức	5
https://xe.chotot.com//[object Object]-quan-hoang-mai-ha-noi/87422240.htm	Audi	2009	NaN	NaN	A4	120000	Tự động	NaN	NaN
https://xe.chotot.com//[object Object]-thanh-pho-thai-binh-thai-binh/87786122.htm	Mazda	2017	Xăng	SUV / Cross over	CX 5	42000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/83159604.htm	Ford	2019	Dầu	Pick-up (bán tải)	Ranger	20000	Tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-quan-cai-rang-can-tho/86502052.htm	Toyota	2018	Xăng	Sedan	Vios	60	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-hai-ba-trung-ha-noi/87533549.htm	Daewoo	2010	Xăng	Sedan	Lacetti	80000	Tự động	Hàn Quốc	5
https://xe.chotot.com//[object Object]-thanh-pho-bien-hoa-dong-nai/87929377.htm	Kia	2008	Xăng	Hatchback	Morning	79000	Tự động	Hàn Quốc	5
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/87622039.htm	Isuzu	2019	NaN	NaN	Mu X	20000	Số sàn	NaN	NaN
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/85932993.htm	Toyota	2016	Xăng	Minivan (MPV)	Innova	80000	Tự động	Việt Nam	8
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/86549247.htm	Audi	2016	Xăng	Sedan	A6	30000	Tự động	Đức	5
https://xe.chotot.com//[object Object]-quan-hoang-mai-ha-noi/87525196.htm	Mitsubishi	2017	NaN	NaN	Triton	100000	Tự động	NaN	NaN
https://xe.chotot.com//[object Object]-quan-nam-tu-liem-ha-noi/87386231.htm	Hyundai	2010	Xăng	Hatchback	i30	98765	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87829107.htm	Mercedes Benz	2015	Xăng	Sedan	C Class	50000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-huyen-dong-anh-ha-noi/87921035.htm	Kia	2011	Xăng	Hatchback	Morning	80000	Tự động	Hàn Quốc	5
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/87373039.htm	Chevrolet	2019	Dầu	Pick-up (bán tải)	Colorado	20000	Tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-quan-nam-tu-liem-ha-noi/87184638.htm	Chevrolet	2019	Xăng	Hatchback	Spark	45678	Số sàn	Việt Nam	2
https://xe.chotot.com//[object Object]-huyen-dong-anh-ha-noi/87450315.htm	Suzuki	2018	Xăng	Minivan (MPV)	Dòng khác	27000	Số sàn	Việt Nam	2
https://xe.chotot.com//[object Object]-quan-hai-ba-trung-ha-noi/87449009.htm	Mazda	2015	Xăng	Hatchback	2	60000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thanh-pho-thu-dau-mot-binh-duong/86524838.htm	Toyota	2017	Xăng	Minivan (MPV)	Innova	60000	Số sàn	NaN	8
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87860794.htm	Mercedes Benz	2015	Xăng	Sedan	C Class	40000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thi-xa-bim-son-thanh-hoa/87853582.htm	Ford	2016	Dầu	Pick-up (bán tải)	Ranger	760000	Số sàn	Thái Lan	5
https://xe.chotot.com//[object Object]-huyen-tinh-gia-thanh-hoa/87955569.htm	Mitsubishi	2003	Xăng	SUV / Cross over	Jolie	668	Số sàn	Việt Nam	7
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87764821.htm	Hyundai	2013	Xăng	Sedan	Avante	82000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/85258834.htm	Chevrolet	2007	Dầu	Pick-up (bán tải)	Colorado	50000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-ha-dong-ha-noi/87892036.htm	Toyota	2008	Xăng	Sedan	Camry	64000	Tự động	NaN	4
https://xe.chotot.com//[object Object]-quan-thu-duc-tp-ho-chi-minh/87191855.htm	Hyundai	2014	Xăng	Sedan	Elantra	80000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-thanh-pho-long-khanh-dong-nai/87955516.htm	Hyundai	2019	Xăng	Hatchback	Grand i10	31000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-ha-dong-ha-noi/87652216.htm	Toyota	2008	Xăng	Sedan	Camry	72000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-hoang-mai-ha-noi/87528032.htm	BMW	2010	Xăng	Sedan	3 Series	46000	Tự động	Đức	5
https://xe.chotot.com//[object Object]-huyen-quynh-phu-thai-binh/87955495.htm	Toyota	2008	Xăng	Minivan (MPV)	Innova	160000	Số sàn	Việt Nam	8
https://xe.chotot.com//[object Object]-quan-nam-tu-liem-ha-noi/87537287.htm	Hyundai	2017	Xăng	Sedan	Grand i10	68000	Số sàn	NaN	5
https://xe.chotot.com//[object Object]-quan-hoang-mai-ha-noi/87955474.htm	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
https://xe.chotot.com//[object Object]-quan-ha-dong-ha-noi/82564665.htm	Citroen	2016	Xăng	Pick-up (bán tải)	CX	110000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87733999.htm	Mercedes Benz	2017	Xăng	Sedan	C Class	25000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-dong-da-ha-noi/87955458.htm	Mazda	2016	Xăng	Sedan	3	24500	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-huyen-dam-rong-lam-dong/78211161.htm	Mitsubishi	2007	Xăng	SUV / Cross over	Jolie	123456	Số sàn	Việt Nam	8
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/82114710.htm	Ford	2004	Xăng	SUV / Cross over	Escape	200000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/76151503.htm	Hyundai	2016	Xăng	Sedan	Grand i10	60000	Số sàn	Ấn Độ	5
https://xe.chotot.com//[object Object]-quan-bac-tu-liem-ha-noi/84642851.htm	Hyundai	2019	Xăng	Sedan	Accent	10000	Số sàn	NaN	5
https://xe.chotot.com//[object Object]-quan-ha-dong-ha-noi/87753934.htm	Ford	2016	Dầu	Pick-up (bán tải)	Ranger	62000	Tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-thanh-pho-thu-dau-mot-binh-duong/85596033.htm	Toyota	1991	Xăng	Sedan	Crown	125000	Số sàn	Nhật Bản	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87590602.htm	Hyundai	2011	Xăng	Coupe (2 cửa)	Veloster	80000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-go-vap-tp-ho-chi-minh/87955409.htm	Baic	2019	Xăng	Sedan	Dòng khác	48000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-ha-dong-ha-noi/87928241.htm	Hyundai	2012	Xăng	NaN	Grand i10	48000	Tự động	NaN	NaN
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87732611.htm	LandRover	2010	Xăng	SUV / Cross over	Range Rover Sport	59000	Tự động	Nước khác	5
https://xe.chotot.com//[object Object]-quan-tan-phu-tp-ho-chi-minh/85991524.htm	Ford	2016	Xăng	Sedan	Focus	71000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87605268.htm	Toyota	2012	Xăng	Hatchback	Yaris	50000	Tự động	Nước khác	5
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/82401508.htm	Hyundai	2008	Xăng	SUV / Cross over	Veracruz	90000	Tự động	Việt Nam	8
https://xe.chotot.com//[object Object]-thanh-pho-hai-duong-hai-duong/87414280.htm	Honda	2017	Xăng	Sedan	Civic	39155	Tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-thanh-pho-thanh-hoa-thanh-hoa/87900280.htm	Toyota	2018	Xăng	Sedan	Vios	46	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thanh-pho-thu-dau-mot-binh-duong/87560630.htm	Toyota	2003	Xăng	Sedan	Camry	90000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-thu-duc-tp-ho-chi-minh/87912956.htm	Chevrolet	2017	Dầu	Pick-up (bán tải)	Colorado	50000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-huyen-thuy-nguyen-hai-phong/87274994.htm	Hyundai	2014	Xăng	Hatchback	Grand i10	9600	Số sàn	Ấn Độ	5
https://xe.chotot.com//[object Object]-huyen-thanh-mien-hai-duong/87741594.htm	Toyota	2013	Xăng	Sedan	Camry	868000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thi-xa-bim-son-thanh-hoa/87395001.htm	Hyundai	2019	Xăng	Sedan	Accent	30000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87897213.htm	Mercedes Benz	2015	Xăng	SUV / Cross over	GLA Class	55000	Bán tự động	Đức	8
https://xe.chotot.com//[object Object]-quan-tan-phu-tp-ho-chi-minh/86903683.htm	Ford	2017	Dầu	Pick-up (bán tải)	Ranger	85000	Số sàn	Thái Lan	5
https://xe.chotot.com//[object Object]-quan-thanh-xuan-ha-noi/87922910.htm	Toyota	2015	NaN	SUV / Cross over	Innova	90000	Số sàn	Việt Nam	7
https://xe.chotot.com//[object Object]-quan-binh-tan-tp-ho-chi-minh/86068636.htm	Ford	2019	Dầu	Pick-up (bán tải)	Ranger	64000	Bán tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-huyen-gia-vien-ninh-binh/87703904.htm	Daewoo	2010	Xăng	Sedan	Lacetti	900000	Số sàn	Hàn Quốc	5
https://xe.chotot.com//[object Object]-huyen-dong-anh-ha-noi/85087040.htm	Hyundai	2009	Xăng	Hatchback	Getz	10000	Số sàn	Hàn Quốc	5
https://xe.chotot.com//[object Object]-thanh-pho-ninh-binh-ninh-binh/87911245.htm	Toyota	2006	Xăng	Sedan	Corolla Altis	90000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-8-tp-ho-chi-minh/87837630.htm	Kia	2016	Dầu	Minivan (MPV)	Rondo	75000	Tự động	Ấn Độ	7
https://xe.chotot.com//[object Object]-huyen-dong-anh-ha-noi/87835977.htm	Hyundai	2019	Xăng	Sedan	Accent	5000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-8-tp-ho-chi-minh/85576995.htm	Toyota	2017	Xăng	Minivan (MPV)	Innova	78000	Số sàn	Việt Nam	8
https://xe.chotot.com//[object Object]-thanh-pho-thu-dau-mot-binh-duong/86424949.htm	Toyota	2002	Xăng	Sedan	Camry	120000	Số sàn	Nhật Bản	5
https://xe.chotot.com//[object Object]-quan-thu-duc-tp-ho-chi-minh/86460827.htm	Chevrolet	2018	NaN	NaN	Trailblazer	50000	Tự động	NaN	NaN
https://xe.chotot.com//[object Object]-huyen-hoc-mon-tp-ho-chi-minh/86716625.htm	Suzuki	2020	Xăng	SUV / Cross over	XL 7	22	Tự động	Ấn Độ	5
https://xe.chotot.com//[object Object]-quan-ba-dinh-ha-noi/87424075.htm	Hyundai	2004	Dầu	Pick-up (bán tải)	Starex	80000	Số sàn	Hàn Quốc	6
https://xe.chotot.com//[object Object]-quan-binh-thanh-tp-ho-chi-minh/87910663.htm	Mitsubishi	2020	Xăng	Sedan	Attrage	10000	Tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-quan-long-bien-ha-noi/87480085.htm	Mercedes Benz	2020	Xăng	SUV / Cross over	GLC	1800	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87258626.htm	Mercedes Benz	2015	Xăng	Sedan	C Class	20000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thi-xa-bim-son-thanh-hoa/87532852.htm	Toyota	2017	Xăng	Sedan	Vios	52000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-tan-phu-tp-ho-chi-minh/87946077.htm	Ford	2013	Dầu	Pick-up (bán tải)	Ranger	89000	Tự động	Thái Lan	5
https://xe.chotot.com//[object Object]-thanh-pho-thu-dau-mot-binh-duong/87560962.htm	BMW	2005	Xăng	Sedan	3 Series	110000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-cau-giay-ha-noi/87591154.htm	Chevrolet	2014	Xăng	Sedan	Cruze	60000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-10-tp-ho-chi-minh/87883222.htm	Ford	2003	Xăng	Sedan	Mondeo	120	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thi-xa-dien-ban-quang-nam/87955234.htm	Ford	2000	Xăng	NaN	Laser	1	Số sàn	Mỹ	NaN
https://xe.chotot.com//[object Object]-quan-ba-dinh-ha-noi/84949370.htm	Hyundai	2004	Dầu	Pick-up (bán tải)	Starex	80000	Tự động	Hàn Quốc	6
https://xe.chotot.com//[object Object]-quan-ba-dinh-ha-noi/84949370.htm	Hyundai	2004	Dầu	Pick-up (bán tải)	Starex	80000	Tự động	Hàn Quốc	6
https://xe.chotot.com//[object Object]-thanh-pho-phuc-yen-vinh-phuc/87886190.htm	Hyundai	2017	Xăng	Sedan	Elantra	29999	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-tan-phu-tp-ho-chi-minh/87271332.htm	Ford	2017	Dầu	Pick-up (bán tải)	Ranger	74000	Số sàn	Thái Lan	5
https://xe.chotot.com//[object Object]-huyen-bao-lam-lam-dong/87826434.htm	Ford	2003	Xăng	Sedan	Laser	120000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-quan-nam-tu-liem-ha-noi/87943199.htm	BMW	2016	Xăng	Sedan	7 Series	62000	Tự động	NaN	5
https://xe.chotot.com//[object Object]-quan-thu-duc-tp-ho-chi-minh/87117768.htm	Toyota	2016	Xăng	Minivan (MPV)	Innova	72000	Số sàn	NaN	8
https://xe.chotot.com//[object Object]-thanh-pho-thu-dau-mot-binh-duong/86501812.htm	Kia	2010	Xăng	Sedan	Forte	120000	Số sàn	Việt Nam	5
https://xe.chotot.com//[object Object]-thanh-pho-vinh-yen-vinh-phuc/87938550.htm	Kia	2017	Xăng	Sedan	Cerato	52000	Tự động	Việt Nam	5
https://xe.chotot.com//[object Object]-thanh-pho-nha-trang-khanh-hoa/87955125.htm	Daewoo	2003	Xăng	Sedan	Nubira	50	Số sàn	Hàn Quốc	5
https://xe.chotot.com//[object Object]-quan-9-tp-ho-chi-minh/87859510.htm	Hyundai	2021	Xăng	Sedan	Accent	6000	Tự động	Việt Nam	5
